sample_id,text_length,regret_factor,emotion_joy,emotion_anger,emotion_surprise,emotion_disgust,emotion_sadness,emotion_shame,emotion_fear,bentham_intensity,bentham_duration,bentham_certainty,bentham_propinquity,surd_selection,surd_uncertainty,surd_risk,surd_decision
8996,500,0.4,0.05,0.1,0.25,0.05,0.2,0.15,0.2,0.7,0.5,0.8,0.9,0.6,0.7,0.8,0.7
8997,500,0.3,0.1,0.15,0.3,0.05,0.25,0.1,0.05,0.6,0.7,0.8,0.9,0.4,0.7,0.5,0.6
8998,500,0.4,0.05,0.1,0.15,0.05,0.35,0.15,0.15,0.7,0.8,0.6,0.9,0.6,0.4,0.7,0.8
8999,500,0.4,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.6,0.8,0.7,0.4,0.6,0.4,0.5,0.7
9000,500,0.3,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.6,0.8,0.7,0.9,0.8,0.4,0.7,0.9
9001,500,0.1,0.05,0.1,0.25,0.1,0.15,0.2,0.15,0.7,0.8,0.85,0.9,0.3,0.6,0.8,0.7
9002,218,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.4,0.6,0.7,0.8,0.6,0.4,0.5,0.4
9003,500,0.4,0.1,0.15,0.2,0.05,0.2,0.15,0.15,0.3,0.5,0.7,0.9,0.8,0.4,0.6,0.5
9004,500,0.65,0.15,0.1,0.25,0.05,0.2,0.15,0.1,0.4,0.6,0.7,0.9,0.8,0.6,0.7,0.75
9005,500,0.3,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.6,0.7,0.8,0.9,0.4,0.6,0.7,0.5
9006,500,0.4,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.7,0.6,0.8,0.6,0.7,0.5,0.4
9007,500,0.4,0.3,0.25,0.05,0.05,0.25,0.05,0.05,0.6,0.8,0.7,0.4,0.6,0.4,0.3,0.5
9008,500,0.45,0.05,0.08,0.25,0.07,0.28,0.15,0.12,0.75,0.85,0.65,0.9,0.35,0.8,0.85,0.7
9009,500,0.3,0.05,0.15,0.1,0.15,0.35,0.1,0.1,0.4,0.6,0.8,0.9,0.7,0.6,0.4,0.5
9010,500,0.65,0.1,0.05,0.2,0.05,0.35,0.15,0.1,0.4,0.7,0.3,0.8,0.6,0.7,0.8,0.9
9011,388,0.3,0.15,0.2,0.15,0.05,0.2,0.1,0.15,0.4,0.6,0.8,0.9,0.7,0.5,0.6,0.8
9012,500,0.4,0.05,0.02,0.15,0.08,0.2,0.2,0.3,0.7,0.6,0.4,0.9,0.8,0.5,0.7,0.8
9013,500,0.3,0.15,0.1,0.2,0.05,0.15,0.2,0.15,0.6,0.7,0.4,0.8,0.8,0.5,0.6,0.7
9014,500,0.2,0.3,0.25,0.15,0.05,0.15,0.05,0.05,0.4,0.7,0.5,0.8,0.7,0.6,0.4,0.5
9015,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.6,0.7,0.8,0.6,0.4,0.5,0.7
9016,500,0.4,0.05,0.1,0.25,0.15,0.2,0.15,0.1,0.6,0.7,0.5,0.9,0.4,0.7,0.6,0.5
9017,500,0.2,0.05,0.1,0.4,0.1,0.15,0.1,0.1,0.6,0.7,0.5,0.8,0.7,0.6,0.5,0.6
9018,500,0.3,0.05,0.02,0.15,0.08,0.25,0.25,0.2,0.7,0.8,0.9,0.6,0.8,0.4,0.3,0.5
9019,500,0.3,0.05,0.1,0.35,0.15,0.1,0.2,0.05,0.6,0.4,0.7,0.9,0.4,0.8,0.6,0.7
9020,500,0.2,0.1,0.15,0.05,0.05,0.45,0.1,0.1,0.8,0.9,0.9,0.8,0.6,0.3,0.2,0.7
9021,500,0.2,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.7,0.6,0.8,0.6,0.5,0.4,0.7
9022,500,0.3,0.05,0.15,0.2,0.1,0.2,0.15,0.15,0.4,0.6,0.7,0.9,0.6,0.4,0.5,0.7
9023,418,0.4,0.1,0.05,0.25,0.15,0.2,0.1,0.15,0.3,0.6,0.4,0.8,0.3,0.7,0.4,0.5
9024,500,0.3,0.05,0.15,0.25,0.05,0.2,0.15,0.15,0.6,0.7,0.4,0.9,0.4,0.8,0.6,0.7
9025,500,0.15,0.05,0.1,0.25,0.05,0.15,0.2,0.2,0.6,0.3,0.4,0.8,0.7,0.8,0.6,0.4
9026,500,0.45,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.65,0.8,0.4,0.3,0.7,0.6,0.5,0.8
9027,500,0.65,0.1,0.15,0.25,0.05,0.2,0.1,0.15,0.7,0.4,0.6,0.9,0.6,0.8,0.5,0.7
9028,500,0.3,0.1,0.05,0.15,0.05,0.2,0.25,0.2,0.7,0.8,0.6,0.9,0.4,0.6,0.7,0.8
9029,500,0.2,0.1,0.15,0.05,0.05,0.3,0.2,0.15,0.6,0.8,0.7,0.9,0.4,0.7,0.6,0.8
9030,500,0.7,0.05,0.1,0.2,0.15,0.25,0.15,0.1,0.6,0.8,0.7,0.9,0.4,0.8,0.7,0.6
9031,500,0.4,0.2,0.15,0.15,0.05,0.2,0.1,0.15,0.4,0.6,0.7,0.9,0.6,0.7,0.4,0.5
9032,500,0.4,0.1,0.15,0.25,0.1,0.2,0.1,0.1,0.5,0.7,0.4,0.8,0.6,0.7,0.5,0.6
9033,500,0.3,0.05,0.1,0.35,0.15,0.15,0.15,0.05,0.6,0.7,0.4,0.9,0.7,0.8,0.8,0.7
9034,500,0.15,0.05,0.08,0.25,0.07,0.35,0.1,0.1,0.7,0.6,0.3,0.9,0.4,0.8,0.6,0.5
9035,500,0.85,0.05,0.08,0.22,0.12,0.25,0.13,0.15,0.78,0.65,0.82,0.95,0.35,0.45,0.7,0.65
9036,500,0.1,0.05,0.1,0.15,0.0,0.3,0.2,0.2,0.6,0.8,0.9,0.9,0.3,0.4,0.3,0.5
9037,500,0.3,0.05,0.1,0.15,0.1,0.2,0.25,0.15,0.6,0.7,0.8,0.9,0.6,0.4,0.5,0.7
9038,500,0.35,0.05,0.08,0.22,0.15,0.25,0.15,0.1,0.75,0.85,0.9,0.95,0.65,0.3,0.7,0.85
9039,500,0.85,0.05,0.08,0.25,0.07,0.35,0.1,0.1,0.7,0.9,0.4,0.6,0.3,0.8,0.7,0.8
9040,500,0.75,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.8,0.9,0.6,0.9,0.7,0.8,0.85,0.9
9041,500,0.3,0.05,0.1,0.2,0.05,0.2,0.2,0.2,0.6,0.8,0.7,0.9,0.8,0.6,0.7,0.8
9042,500,0.3,0.05,0.1,0.25,0.15,0.15,0.2,0.1,0.7,0.4,0.8,0.9,0.7,0.4,0.6,0.8
9043,500,0.4,0.3,0.2,0.15,0.05,0.1,0.1,0.1,0.4,0.7,0.5,0.8,0.7,0.6,0.5,0.8
9044,500,0.4,0.15,0.2,0.25,0.1,0.15,0.1,0.05,0.6,0.8,0.5,0.7,0.3,0.7,0.8,0.9
9045,500,0.3,0.1,0.05,0.15,0.1,0.3,0.2,0.1,0.6,0.8,0.7,0.4,0.7,0.5,0.6,0.9
9046,500,0.6,0.05,0.15,0.25,0.1,0.2,0.15,0.1,0.7,0.8,0.4,0.9,0.4,0.8,0.7,0.8
9047,500,0.3,0.15,0.05,0.25,0.1,0.2,0.15,0.1,0.6,0.7,0.8,0.9,0.8,0.4,0.3,0.5
9048,500,0.3,0.05,0.1,0.25,0.1,0.2,0.2,0.1,0.7,0.8,0.6,0.9,0.7,0.4,0.6,0.8
9049,500,0.15,0.05,0.15,0.0,0.0,0.2,0.2,0.4,0.6,0.4,0.8,0.9,0.3,0.2,0.3,0.4
9050,500,0.1,0.4,0.2,0.1,0.2,0.0,0.0,0.1,0.7,0.3,0.8,0.9,0.6,0.4,0.5,0.7
9051,500,0.4,0.1,0.05,0.2,0.05,0.3,0.2,0.1,0.6,0.7,0.4,0.9,0.5,0.7,0.6,0.8
9052,500,0.45,0.2,0.15,0.25,0.05,0.2,0.05,0.1,0.4,0.6,0.7,0.9,0.8,0.6,0.5,0.7
9053,500,0.3,0.15,0.2,0.25,0.05,0.2,0.1,0.05,0.4,0.7,0.6,0.8,0.6,0.4,0.5,0.7
9054,345,0.65,0.05,0.08,0.25,0.05,0.32,0.15,0.1,0.45,0.7,0.85,0.9,0.75,0.4,0.55,0.65
9055,500,0.3,0.05,0.0,0.15,0.1,0.2,0.3,0.2,0.6,0.7,0.8,0.9,0.4,0.5,0.7,0.6
9056,500,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.7,0.4,0.8,0.9,0.6,0.4,0.7,0.5
9057,500,0.7,0.05,0.1,0.15,0.0,0.35,0.15,0.2,0.6,0.8,0.7,0.9,0.8,0.4,0.6,0.9
9058,500,0.7,0.05,0.08,0.15,0.12,0.25,0.2,0.15,0.8,0.7,0.9,0.9,0.6,0.4,0.8,0.9
9059,500,0.4,0.05,0.1,0.15,0.05,0.2,0.15,0.3,0.6,0.7,0.4,0.8,0.6,0.7,0.5,0.8
9060,500,0.3,0.05,0.1,0.15,0.05,0.3,0.15,0.2,0.7,0.4,0.8,0.9,0.4,0.6,0.5,0.3
9061,500,0.3,0.1,0.15,0.1,0.05,0.25,0.2,0.15,0.4,0.7,0.6,0.9,0.7,0.5,0.4,0.6
9062,500,0.4,0.05,0.05,0.15,0.1,0.3,0.2,0.15,0.6,0.4,0.3,0.8,0.7,0.8,0.6,0.5
9063,441,0.45,0.05,0.15,0.12,0.08,0.35,0.15,0.1,0.35,0.6,0.75,0.85,0.2,0.65,0.4,0.55
9064,500,0.4,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.6,0.4,0.7,0.9,0.8,0.5,0.3,0.6
9065,500,0.4,0.15,0.05,0.1,0.05,0.25,0.3,0.1,0.3,0.7,0.8,0.9,0.6,0.3,0.2,0.5
9066,435,0.65,0.05,0.1,0.25,0.05,0.3,0.15,0.1,0.4,0.3,0.7,0.9,0.8,0.4,0.5,0.7
9067,500,0.2,0.05,0.1,0.05,0.05,0.15,0.2,0.4,0.6,0.4,0.9,0.9,0.3,0.2,0.4,0.5
9068,500,0.65,0.1,0.15,0.2,0.05,0.25,0.1,0.15,0.4,0.6,0.3,0.8,0.7,0.6,0.5,0.7
9069,500,0.85,0.0,0.02,0.35,0.08,0.25,0.15,0.15,0.8,0.7,0.6,0.9,0.3,0.8,0.75,0.6
9070,500,0.3,0.1,0.15,0.2,0.1,0.2,0.15,0.1,0.4,0.6,0.7,0.8,0.6,0.7,0.4,0.5
9071,500,0.65,0.15,0.1,0.25,0.1,0.2,0.1,0.1,0.4,0.7,0.3,0.8,0.7,0.8,0.6,0.7
9072,500,0.4,0.05,0.05,0.1,0.1,0.2,0.2,0.3,0.7,0.3,0.8,0.9,0.6,0.4,0.3,0.5
9073,500,0.7,0.15,0.05,0.2,0.1,0.3,0.1,0.1,0.4,0.6,0.8,0.3,0.3,0.6,0.5,0.4
9074,441,0.3,0.15,0.05,0.2,0.1,0.1,0.2,0.2,0.7,0.4,0.6,0.8,0.8,0.4,0.7,0.8
9075,141,0.2,0.05,0.1,0.15,0.1,0.2,0.25,0.15,0.4,0.3,0.7,0.8,0.6,0.4,0.7,0.5
9076,500,0.15,0.3,0.25,0.1,0.05,0.15,0.1,0.05,0.4,0.8,0.6,0.9,0.7,0.5,0.3,0.6
9077,500,0.4,0.05,0.15,0.25,0.1,0.25,0.1,0.1,0.7,0.8,0.6,0.9,0.3,0.8,0.7,0.9
9078,500,0.3,0.1,0.15,0.25,0.15,0.2,0.1,0.05,0.4,0.6,0.7,0.8,0.8,0.4,0.3,0.5
9079,500,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.7,0.4,0.8,0.4,0.7,0.3,0.5
9080,500,0.4,0.05,0.1,0.2,0.15,0.2,0.2,0.1,0.4,0.6,0.3,0.8,0.7,0.6,0.4,0.5
9081,500,0.3,0.1,0.15,0.2,0.05,0.15,0.25,0.1,0.4,0.7,0.5,0.8,0.7,0.4,0.3,0.6
9082,500,0.4,0.05,0.02,0.15,0.08,0.3,0.2,0.2,0.6,0.3,0.8,0.9,0.7,0.3,0.5,0.4
9083,500,0.7,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.6,0.4,0.8,0.9,0.7,0.4,0.6,0.5
9084,500,0.85,0.05,0.1,0.15,0.05,0.35,0.15,0.15,0.7,0.8,0.6,0.4,0.4,0.7,0.8,0.9
9085,500,0.65,0.05,0.1,0.25,0.05,0.3,0.15,0.1,0.8,0.7,0.6,0.9,0.3,0.7,0.8,0.7
9086,500,0.1,0.15,0.05,0.1,0.05,0.2,0.25,0.2,0.4,0.7,0.6,0.8,0.8,0.4,0.7,0.6
9087,500,0.4,0.15,0.2,0.25,0.1,0.15,0.05,0.1,0.3,0.6,0.4,0.7,0.6,0.8,0.5,0.7
9088,500,0.3,0.05,0.15,0.2,0.05,0.35,0.1,0.1,0.4,0.3,0.7,0.9,0.4,0.6,0.3,0.5
9089,500,0.3,0.05,0.08,0.15,0.07,0.25,0.15,0.25,0.7,0.8,0.6,0.9,0.4,0.7,0.5,0.6
9090,500,0.3,0.3,0.05,0.1,0.2,0.05,0.15,0.15,0.7,0.4,0.8,0.6,0.8,0.4,0.5,0.6
9091,500,0.3,0.05,0.1,0.2,0.05,0.15,0.3,0.15,0.6,0.7,0.4,0.8,0.7,0.6,0.5,0.8
9092,500,0.4,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.7,0.8,0.9,0.6,0.6,0.3,0.5,0.7
9093,500,0.45,0.15,0.1,0.2,0.05,0.2,0.15,0.15,0.4,0.3,0.8,0.9,0.7,0.4,0.5,0.6
9094,500,0.4,0.15,0.05,0.1,0.05,0.25,0.2,0.2,0.65,0.3,0.8,0.9,0.4,0.3,0.5,0.7
9095,336,0.15,0.05,0.08,0.35,0.02,0.25,0.15,0.1,0.65,0.85,0.75,0.9,0.8,0.3,0.45,0.85
9096,500,0.4,0.1,0.05,0.15,0.1,0.25,0.2,0.15,0.6,0.4,0.7,0.9,0.8,0.6,0.5,0.7
9097,500,0.65,0.05,0.02,0.15,0.03,0.35,0.2,0.2,0.85,0.9,0.75,0.8,0.4,0.45,0.7,0.85
9098,500,0.4,0.15,0.1,0.2,0.05,0.25,0.15,0.1,0.4,0.6,0.3,0.7,0.6,0.8,0.7,0.8
9099,349,0.65,0.05,0.15,0.2,0.05,0.3,0.1,0.15,0.4,0.6,0.7,0.8,0.8,0.4,0.6,0.7
9100,500,0.3,0.15,0.2,0.25,0.05,0.2,0.1,0.05,0.6,0.8,0.7,0.9,0.4,0.6,0.7,0.8
9101,500,0.4,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.6,0.4,0.3,0.8,0.4,0.7,0.5,0.6
9102,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.6,0.7,0.9,0.4,0.7,0.5,0.6
9103,500,0.3,0.15,0.2,0.25,0.05,0.2,0.05,0.1,0.4,0.6,0.3,0.8,0.7,0.6,0.5,0.8
9104,500,0.2,0.4,0.15,0.15,0.1,0.05,0.1,0.05,0.8,0.9,0.7,0.9,0.9,0.3,0.2,0.8
9105,481,0.65,0.05,0.15,0.12,0.08,0.35,0.1,0.15,0.4,0.3,0.45,0.8,0.6,0.75,0.4,0.5
9106,500,0.2,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.4,0.7,0.8,0.9,0.3,0.4,0.5,0.6
9107,500,0.4,0.05,0.1,0.15,0.05,0.3,0.15,0.2,0.7,0.8,0.6,0.9,0.4,0.5,0.7,0.8
9108,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.7,0.8,0.9,0.6,0.7,0.8,0.5
9109,500,0.3,0.15,0.1,0.05,0.2,0.2,0.2,0.1,0.6,0.7,0.8,0.9,0.7,0.6,0.4,0.8
9110,500,0.45,0.05,0.08,0.25,0.07,0.22,0.18,0.15,0.65,0.8,0.6,0.4,0.7,0.8,0.75,0.85
9111,500,0.7,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.65,0.8,0.7,0.4,0.3,0.6,0.8,0.7
9112,500,0.4,0.1,0.15,0.2,0.1,0.25,0.1,0.1,0.3,0.4,0.7,0.8,0.8,0.3,0.4,0.6
9113,500,0.65,0.05,0.08,0.22,0.05,0.35,0.12,0.13,0.75,0.85,0.7,0.9,0.35,0.6,0.65,0.7
9114,500,0.3,0.05,0.1,0.15,0.0,0.3,0.2,0.2,0.6,0.8,0.7,0.4,0.6,0.4,0.5,0.7
9115,500,0.4,0.05,0.1,0.15,0.1,0.2,0.25,0.15,0.6,0.3,0.8,0.9,0.3,0.4,0.5,0.7
9116,429,0.1,0.4,0.1,0.2,0.1,0.0,0.0,0.2,0.4,0.6,0.5,0.8,0.7,0.6,0.3,0.4
9117,500,0.2,0.05,0.1,0.35,0.15,0.15,0.1,0.1,0.6,0.8,0.7,0.9,0.7,0.6,0.8,0.85
9118,500,0.3,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.6,0.4,0.7,0.9,0.8,0.4,0.5,0.7
9119,500,0.3,0.15,0.1,0.2,0.05,0.2,0.15,0.15,0.4,0.3,0.7,0.9,0.6,0.4,0.3,0.5
9120,500,0.4,0.15,0.1,0.2,0.05,0.25,0.1,0.15,0.4,0.7,0.6,0.8,0.6,0.5,0.4,0.7
9121,500,0.35,0.15,0.25,0.12,0.05,0.23,0.08,0.12,0.65,0.75,0.82,0.9,0.85,0.45,0.6,0.7
9122,500,0.3,0.15,0.05,0.25,0.1,0.1,0.2,0.15,0.6,0.4,0.7,0.9,0.7,0.6,0.8,0.7
9123,500,0.1,0.05,0.15,0.1,0.05,0.35,0.2,0.1,0.4,0.6,0.8,0.9,0.3,0.5,0.4,0.6
9124,500,0.65,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.7,0.5,0.8,0.6,0.7,0.3,0.5
9125,500,0.3,0.05,0.02,0.15,0.08,0.15,0.35,0.2,0.8,0.7,0.6,0.9,0.7,0.5,0.6,0.8
9126,500,0.8,0.05,0.1,0.25,0.15,0.2,0.15,0.1,0.4,0.7,0.9,1.0,0.6,0.3,0.7,0.5
9127,500,0.3,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.4,0.7,0.6,0.8,0.7,0.4,0.5,0.8
9128,500,0.4,0.3,0.2,0.15,0.1,0.1,0.05,0.1,0.6,0.7,0.5,0.8,0.7,0.6,0.5,0.4
9129,500,0.7,0.15,0.2,0.25,0.05,0.2,0.05,0.1,0.6,0.4,0.5,0.8,0.6,0.7,0.5,0.8
9130,500,0.6,0.05,0.1,0.15,0.1,0.3,0.15,0.15,0.4,0.5,0.7,0.9,0.8,0.6,0.4,0.5
9131,500,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.7,0.8,0.6,0.9,0.7,0.5,0.6,0.8
9132,500,0.4,0.05,0.1,0.15,0.05,0.2,0.15,0.3,0.6,0.4,0.7,0.8,0.2,0.4,0.6,0.7
9133,500,0.1,0.05,0.0,0.1,0.15,0.2,0.3,0.2,0.7,0.3,0.8,0.9,0.6,0.3,0.4,0.5
9134,500,0.8,0.15,0.1,0.2,0.05,0.3,0.05,0.15,0.7,0.6,0.4,0.3,0.6,0.8,0.7,0.8
9135,404,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.6,0.4,0.7,0.9,0.4,0.3,0.5,0.6
9136,500,0.8,0.05,0.15,0.25,0.05,0.2,0.1,0.2,0.7,0.4,0.3,0.9,0.3,0.7,0.6,0.8
9137,500,0.65,0.05,0.08,0.15,0.07,0.35,0.12,0.18,0.6,0.7,0.8,0.4,0.4,0.7,0.6,0.8
9138,500,0.1,0.05,0.1,0.15,0.2,0.2,0.2,0.1,0.4,0.7,0.6,0.9,0.8,0.6,0.7,0.5
9139,500,0.3,0.05,0.02,0.25,0.03,0.35,0.15,0.15,0.75,0.9,0.8,0.6,0.6,0.3,0.4,0.8
9140,500,0.2,0.05,0.15,0.2,0.05,0.3,0.15,0.1,0.4,0.7,0.5,0.8,0.3,0.6,0.4,0.5
9141,500,0.4,0.05,0.1,0.2,0.1,0.3,0.15,0.1,0.7,0.6,0.5,0.4,0.3,0.6,0.7,0.5
9142,500,0.3,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.7,0.8,0.4,0.6,0.6,0.8,0.7,0.9
9143,500,0.3,0.05,0.1,0.2,0.15,0.25,0.15,0.1,0.4,0.6,0.7,0.9,0.4,0.7,0.5,0.6
9144,500,0.2,0.05,0.15,0.1,0.05,0.3,0.25,0.1,0.4,0.7,0.8,0.9,0.3,0.4,0.5,0.7
9145,500,0.4,0.05,0.1,0.2,0.15,0.25,0.15,0.1,0.6,0.7,0.8,0.3,0.3,0.4,0.2,0.3
9146,362,0.65,0.05,0.02,0.25,0.03,0.35,0.15,0.15,0.7,0.8,0.6,0.9,0.3,0.7,0.8,0.75
9147,500,0.6,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.7,0.4,0.3,0.9,0.4,0.8,0.7,0.6
9148,500,0.4,0.05,0.08,0.15,0.0,0.35,0.12,0.25,0.7,0.9,0.8,0.6,0.2,0.4,0.8,0.3
9149,500,0.6,0.05,0.15,0.2,0.05,0.25,0.15,0.15,0.7,0.8,0.3,0.9,0.4,0.8,0.7,0.8
9150,500,0.2,0.4,0.3,0.1,0.05,0.05,0.05,0.05,0.6,0.8,0.7,0.4,0.6,0.4,0.3,0.8
9151,500,0.7,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.6,0.8,0.7,0.9,0.4,0.7,0.8,0.6
9152,500,0.4,0.05,0.1,0.15,0.1,0.35,0.15,0.1,0.7,0.6,0.8,0.9,0.3,0.6,0.5,0.8
9153,500,0.3,0.05,0.1,0.2,0.05,0.25,0.2,0.15,0.65,0.8,0.7,0.9,0.8,0.4,0.5,0.85
9154,500,0.3,0.05,0.15,0.25,0.05,0.25,0.15,0.1,0.7,0.8,0.6,0.9,0.6,0.7,0.5,0.8
9155,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.6,0.8,0.7,0.4,0.7,0.6,0.5,0.8
9156,500,0.3,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.6,0.7,0.8,0.9,0.7,0.4,0.5,0.8
9157,500,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.4,0.5,0.7,0.9,0.8,0.4,0.3,0.5
9158,500,0.6,0.15,0.05,0.12,0.08,0.25,0.1,0.25,0.7,0.8,0.5,0.9,0.8,0.7,0.6,0.9
9159,500,0.4,0.05,0.0,0.15,0.1,0.2,0.2,0.3,0.7,0.5,0.6,0.9,0.6,0.4,0.7,0.8
9160,500,0.3,0.05,0.1,0.15,0.2,0.2,0.2,0.1,0.6,0.8,0.4,0.7,0.8,0.6,0.4,0.7
9161,500,0.2,0.05,0.1,0.15,0.05,0.25,0.25,0.15,0.4,0.7,0.8,0.9,0.6,0.4,0.3,0.5
9162,500,0.3,0.2,0.1,0.4,0.1,0.1,0.05,0.05,0.4,0.3,0.5,0.8,0.7,0.6,0.5,0.6
9163,410,0.2,0.4,0.2,0.15,0.05,0.05,0.05,0.1,0.3,0.7,0.4,0.8,0.8,0.7,0.6,0.7
9164,500,0.3,0.05,0.1,0.25,0.05,0.15,0.2,0.2,0.4,0.7,0.6,0.8,0.6,0.7,0.8,0.7
9165,500,0.15,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.65,0.7,0.8,0.9,0.8,0.3,0.4,0.7
9166,500,0.15,0.4,0.1,0.05,0.25,0.05,0.1,0.05,0.3,0.2,0.8,0.9,0.7,0.3,0.2,0.3
9167,500,0.6,0.05,0.05,0.2,0.1,0.3,0.2,0.1,0.7,0.8,0.9,0.9,0.8,0.4,0.6,0.9
9168,500,0.3,0.1,0.05,0.2,0.15,0.2,0.2,0.1,0.4,0.6,0.7,0.8,0.6,0.4,0.5,0.7
9169,500,0.4,0.15,0.05,0.1,0.05,0.2,0.25,0.2,0.6,0.3,0.8,0.9,0.7,0.4,0.5,0.6
9170,500,0.15,0.05,0.02,0.15,0.08,0.25,0.2,0.25,0.7,0.8,0.6,0.9,0.4,0.6,0.5,0.7
9171,500,0.4,0.15,0.2,0.1,0.0,0.35,0.05,0.15,0.7,0.8,0.6,0.9,0.7,0.5,0.4,0.8
9172,500,0.4,0.05,0.1,0.15,0.2,0.25,0.15,0.1,0.3,0.2,0.6,0.8,0.4,0.7,0.2,0.3
9173,500,0.4,0.05,0.02,0.25,0.15,0.2,0.18,0.15,0.7,0.5,0.8,0.9,0.3,0.6,0.5,0.7
9174,500,0.4,0.05,0.15,0.2,0.1,0.25,0.15,0.1,0.6,0.7,0.5,0.9,0.6,0.7,0.8,0.7
9175,500,0.3,0.15,0.05,0.2,0.1,0.2,0.2,0.1,0.6,0.8,0.7,0.9,0.7,0.6,0.7,0.8
9176,500,0.4,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.6,0.4,0.7,0.9,0.6,0.5,0.7,0.8
9177,500,0.4,0.05,0.08,0.15,0.12,0.35,0.1,0.15,0.7,0.8,0.6,0.9,0.4,0.8,0.7,0.8
9178,500,0.75,0.05,0.02,0.15,0.08,0.35,0.2,0.15,0.7,0.8,0.9,0.95,0.4,0.6,0.8,0.85
9179,500,0.8,0.05,0.1,0.15,0.05,0.35,0.15,0.15,0.7,0.8,0.6,0.9,0.4,0.7,0.6,0.8
9180,500,0.4,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.6,0.7,0.5,0.8,0.7,0.6,0.8,0.7
9181,500,0.2,0.05,0.1,0.15,0.0,0.3,0.25,0.15,0.6,0.7,0.8,0.9,0.7,0.4,0.3,0.5
9182,500,0.65,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.3,0.2,0.7,0.9,0.6,0.4,0.2,0.3
9183,500,0.4,0.05,0.08,0.25,0.12,0.2,0.15,0.15,0.7,0.8,0.3,0.6,0.4,0.8,0.7,0.6
9184,500,0.15,0.1,0.15,0.05,0.05,0.2,0.25,0.2,0.6,0.7,0.8,0.9,0.8,0.3,0.6,0.7
9185,500,0.4,0.05,0.0,0.25,0.15,0.3,0.1,0.15,0.7,0.8,1.0,1.0,0.3,0.2,0.8,0.7
9186,500,0.3,0.2,0.15,0.1,0.05,0.25,0.15,0.1,0.6,0.8,0.7,0.9,0.6,0.7,0.5,0.8
9187,500,0.3,0.2,0.15,0.25,0.1,0.2,0.05,0.05,0.4,0.7,0.5,0.6,0.4,0.7,0.5,0.6
9188,500,0.4,0.05,0.1,0.15,0.05,0.35,0.1,0.2,0.6,0.8,0.7,0.4,0.3,0.7,0.5,0.8
9189,500,0.45,0.05,0.1,0.15,0.2,0.25,0.15,0.1,0.6,0.7,0.4,0.8,0.7,0.8,0.6,0.85
9190,500,0.15,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.7,0.8,0.9,0.7,0.4,0.5,0.8
9191,500,0.05,0.45,0.35,0.05,0.02,0.08,0.0,0.05,0.7,0.9,0.8,0.6,0.7,0.2,0.15,0.6
9192,500,0.4,0.15,0.1,0.2,0.05,0.25,0.1,0.15,0.3,0.7,0.6,0.8,0.4,0.6,0.5,0.7
9193,500,0.65,0.15,0.2,0.1,0.05,0.25,0.1,0.15,0.4,0.3,0.7,0.8,0.6,0.4,0.3,0.5
9194,500,0.85,0.0,0.05,0.15,0.1,0.2,0.2,0.3,0.8,0.7,0.9,0.9,0.4,0.3,0.8,0.7
9195,500,0.4,0.05,0.1,0.15,0.2,0.15,0.15,0.2,0.7,0.6,0.8,0.9,0.4,0.6,0.5,0.7
9196,500,0.1,0.3,0.25,0.15,0.1,0.1,0.05,0.05,0.4,0.7,0.6,0.8,0.7,0.4,0.3,0.5
